Date,high,low,open,close,volume,adj close,close_-1_s,close_-1_d,rs_6,rsi_6,macd,macds,macdh,close_20_sma,close_20_mstd,boll,boll_ub,boll_lb,volume_delta,high_delta,um,low_delta,dm,pdm,pdm_14_ema,pdm_14,tr,atr_14,pdi_14,pdi,mdm,mdm_14_ema,mdm_14,mdi_14,mdi,dx_14,dx,dx_6_ema,adx,adx_6_ema,adxr,middle,cr,cr-ma1,cr-ma2,cr-ma3,open_2_s,open_2_d,open_-2_r,volume_-3_s,volume_-1_s,volume_2_s,"volume_-3,2,-1_max",volume_-2_s,volume_0_s,volume_1_s,volume_-3~1_min,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj,wr_10,wr_6,middle_14_sma,cci,close_10_sma,close_50_sma,dma,trix,change,vr
2018-08-16,0.006899999920278788,0.00570000009611249,0.006500000134110451,0.006500000134110451,1784497.0,0.006500000134110451,0.006500000134110451,0.0,0.4225015381765839,29.70130624379938,-5.463582115573101e-05,-5.4321849636884506e-05,-3.139715188465062e-07,0.00655500004068017,0.00026051565432191594,0.00655500004068017,0.007076031349324002,0.0060339687320363385,792997.0,0.0002999999560415745,0.0002999999560415745,0.0,0.0,0.0002999999560415745,8.717752698868377e-05,8.717752698868377e-05,0.001199999824166298,0.0006332507099583996,13.766668653938147,13.766668653938147,0.0,0.00018699597950851916,0.00018699597950851916,29.529533337720782,29.529533337720782,36.407037935612394,36.407037935612394,37.496483283155484,37.496483283155484,36.14711286244761,36.14711286244761,0.006366666716833909,54.0845049361083,46.18944935146728,42.09474756534151,30.710720284146227,0.006500000134110451,0.0,0.0,669384.0,991500.0,500000.0,991500.0,272733.0,1784497.0,0.0,0.0,44.44445306780288,43.91842277194731,43.91842277194731,49.60680182403685,49.60680182403685,32.54166466776823,32.54166466776823,55.55554693219712,33.333320398295676,0.006611904805703533,-84.77366302460145,0.006710000056773424,0.006854838736715817,-0.00014483867994239275,-0.24422741254718025,0.0,127.9154197685362
2018-08-17,0.006500000134110451,0.006500000134110451,0.006500000134110451,0.006500000134110451,0.0,0.006500000134110451,0.006500000134110451,0.0,0.4225015381765839,29.70130624379938,-5.964083169035083e-05,-5.538648954221215e-05,-4.254342148138682e-06,0.006570000038482249,0.0002473012019652975,0.006570000038482249,0.007064602442412844,0.006075397634551654,-1784497.0,-0.00039999978616833687,0.0,0.000800000037997961,0.0,0.0,7.54333280482202e-05,7.54333280482202e-05,0.0,0.0005829633733356169,12.939634203192488,12.939634203192488,0.0,0.00016180464797763085,0.00016180464797763085,27.755542694185447,27.755542694185447,36.4070379356124,36.4070379356124,37.185195176520416,37.185195176520416,36.44372496768796,36.44372496768796,0.006500000134110451,69.9999990021543,45.66374691786996,43.12612279879425,30.078479796609276,0.006500000134110451,0.0,-1.5151489495245696,272733.0,1784497.0,535521.0,1784497.0,991500.0,0.0,500000.0,0.0,66.66667960170432,51.50117504853298,51.50117504853298,50.23825956553556,50.23825956553556,54.027006014527814,54.027006014527814,55.55554693219712,33.333320398295676,0.006614285765127057,-39.99997361252529,0.006680000061169267,0.006843750030384399,-0.00016374996921513212,-0.2349355927663163,0.0,131.24593323385264
2018-08-20,0.006500000134110451,0.006000000052154064,0.006500000134110451,0.006500000134110451,500000.0,0.006500000134110451,0.006500000134110451,0.0,0.42250153817658387,29.701306243799365,-6.286383890539982e-05,-5.688290788265341e-05,-5.980931022746406e-06,0.006580000044777989,0.00023973667276663656,0.006580000044777989,0.007059473390311263,0.006100526699244716,500000.0,0.0,0.0,-0.0005000000819563866,0.0005000000819563866,0.0,6.528528976029549e-05,6.528528976029549e-05,0.0005000000819563866,0.0005764273170841662,11.325849387315374,11.325849387315374,0.0005000000819563866,0.00020730204682796173,0.00020730204682796173,35.96325862497124,35.96325862497124,52.099543157495376,52.099543157495376,41.446613538044865,41.446613538044865,37.87318076700116,37.87318076700116,0.0063333334401249886,62.18181489986808,47.13987779712427,43.955941256264836,31.506589220129325,0.006500000134110451,0.0,0.0,991500.0,0.0,50000.0,991500.0,1784497.0,500000.0,535521.0,0.0,66.66667960170432,56.556343232923425,56.556343232923425,52.344287454664844,52.344287454664844,64.98045478944057,64.98045478944057,33.333320398295676,33.333320398295676,0.006614285765127057,-98.33332052764709,0.006650000065565109,0.006833333366860946,-0.0001833333012958363,-0.22867728299869863,0.0,133.1548438852884
2018-08-21,0.006500000134110451,0.006000000052154064,0.006500000134110451,0.006500000134110451,535521.0,0.006500000134110451,0.006500000134110451,0.0,0.4225015381765838,29.701306243799365,-6.465841446101194e-05,-5.8438798128406686e-05,-6.219616332605255e-06,0.00659000005107373,0.00023147123679645494,0.00659000005107373,0.0070529425246666395,0.00612705757748082,35521.0,0.0,0.0,0.0,0.0,0.0,5.651296277490571e-05,5.651296277490571e-05,0.0005000000819563866,0.0005704501435047823,9.906731275006146,9.906731275006146,0.0,0.0001794470530584245,0.0001794470530584245,31.457096663333584,31.457096663333584,52.09954315749536,52.09954315749536,44.49039754985558,44.49039754985558,39.763869935693585,39.763869935693585,0.0063333334401249886,66.41509065942296,48.766303548950546,44.70412046027261,32.617072873457744,0.006500000134110451,0.0,0.0,1784497.0,500000.0,21800000.0,21800000.0,0.0,535521.0,50000.0,0.0,66.66667960170432,59.92645535585038,59.92645535585038,54.87167675506002,54.87167675506002,70.03601255743109,70.03601255743109,33.333320398295676,33.333320398295676,0.006604761971781651,-90.47619047619025,0.006610000086948275,0.006823529448250637,-0.0002135293613023618,-0.22383881708274747,0.0,133.91028340816268
2018-08-22,0.006500000134110451,0.006000000052154064,0.006500000134110451,0.006500000134110451,50000.0,0.006500000134110451,0.006500000134110451,0.0,0.4225015381765838,29.701306243799365,-6.531664747566439e-05,-5.9814926221731345e-05,-5.501721253933043e-06,0.00660000005736947,0.00022242677014709867,0.00660000005736947,0.007044853597663668,0.006155146517075273,-485521.0,0.0,0.0,0.0,0.0,0.0,4.892722286801474e-05,4.892722286801474e-05,0.0005000000819563866,0.0005649775267958563,8.660029921100499,8.660029921100499,0.0,0.00015535985952406386,0.00015535985952406386,27.498414035183412,27.498414035183412,52.099543157495376,52.099543157495376,46.66448498520507,46.66448498520507,41.73551580093548,41.73551580093548,0.0063333334401249886,66.41509065942296,53.56069681787684,46.16358523717015,34.162264903302535,0.006500000134110451,0.0,0.0,0.0,535521.0,21115638.0,21115638.0,500000.0,50000.0,21800000.0,0.0,66.66667960170432,62.173196771135025,62.173196771135025,57.30551676041836,57.30551676041836,71.90855679256836,71.90855679256836,33.333320398295676,33.333320398295676,0.006573809587973214,-78.8182840168606,0.006570000108331442,0.0068142857535609174,-0.0002442856452294752,-0.21936994277177851,0.0,134.86543906555744
2018-08-23,0.007000000216066837,0.006500000134110451,0.006500000134110451,0.006500000134110451,21800000.0,0.006500000134110451,0.006500000134110451,0.0,0.4225015381765838,29.701306243799365,-6.507947509870344e-05,-6.0868177796803546e-05,-4.211297301899893e-06,0.00662500006146729,0.00017434081380095982,0.00662500006146729,0.00697368168906921,0.00627631843386537,21750000.0,0.0005000000819563866,0.0005000000819563866,0.0005000000819563866,0.0,0.0005000000819563866,0.00010942052437603,0.00010942052437603,0.0005000000819563866,0.0005599613893047658,19.540726640435658,19.540726640435658,0.0,0.00013452457618773963,0.00013452457618773963,24.023902139888968,24.023902139888968,10.29086124447381,10.29086124447381,36.27186456449027,36.27186456449027,40.17444908357238,40.17444908357238,0.006666666828095913,79.58333208025167,56.755006114457025,47.29368552834794,35.22472885049753,0.005799999926239252,0.0007000002078711987,0.0,500000.0,50000.0,0.0,500000.0,535521.0,21800000.0,21115638.0,50000.0,61.53845878306956,61.961617441779865,61.961617441779865,58.857550320872186,58.857550320872186,68.16975168359521,68.16975168359521,38.46154121693044,38.46154121693044,0.006564285783540636,35.453512567873645,0.006530000129714608,0.006805555597465072,-0.0002755554677504636,-0.2146257790467787,0.0,121.01010541572188
2018-08-24,0.006500000134110451,0.004999999888241291,0.006500000134110451,0.005799999926239252,21115638.0,0.005799999926239252,0.006500000134110451,-0.0007000002078711987,0.04876716099396596,4.649951181513643,-0.00011701719357601684,-7.21008971333124e-05,-4.491629644270444e-05,0.006595000065863133,0.00025021041626734465,0.006595000065863133,0.007095420898397822,0.0060945792333284435,-684362.0,-0.0005000000819563866,0.0,-0.0015000002458691597,0.0015000002458691597,0.0,9.475754282776313e-05,9.475754282776313e-05,0.0015000002458691597,0.0006321143438980042,14.990569940784775,14.990569940784775,0.0015000002458691597,0.000317506193789383,0.000317506193789383,50.22923413372419,50.22923413372419,54.03061952268633,54.03061952268633,41.34584912782076,41.34584912782076,40.50913841038568,40.50913841038568,0.005766666649530332,62.413789033756814,61.18716909522018,49.98956207479599,36.397031219340946,0.005799999926239252,0.0007000002078711987,0.0,535521.0,21800000.0,301445.0,21800000.0,50000.0,21115638.0,0.0,0.0,39.99999534338789,54.64107674231587,54.64107674231587,57.452059128020075,57.452059128020075,49.019111970907446,49.019111970907446,60.000004656612106,60.000004656612106,0.006480952447635078,-224.35900342453616,0.006430000113323331,0.0067783784171616705,-0.0003483783038383398,-0.24751083970357865,-10.769233745054319,66.88264152631659
2018-08-27,0.005799999926239252,0.005799999926239252,0.005799999926239252,0.005799999926239252,0.0,0.005799999926239252,0.005799999926239252,0.0,0.04876716099396596,4.649951181513643,-0.00015631335600359113,-8.894688768272049e-05,-6.736646832087064e-05,0.006560000055469572,0.0003067658129740417,0.006560000055469572,0.007173531681417655,0.0059464684295214894,-21115638.0,-0.0007000002078711987,0.0,0.000800000037997961,0.0,0.0,8.206801829531082e-05,8.206801829531082e-05,0.0,0.0005838532974132871,14.056273837778473,14.056273837778473,0.0,0.0002749871233801884,0.0002749871233801884,47.098667524615465,47.098667524615465,54.03061952268631,54.03061952268631,44.970097084961914,44.970097084961914,41.78370782393756,41.78370782393756,0.005799999926239252,66.91175915450289,63.81930003139532,51.47222773296215,37.418339066207395,0.006099999882280827,-0.0002999999560415745,-10.769233745054319,50000.0,21115638.0,80672.0,21115638.0,21800000.0,0.0,301445.0,0.0,39.99999534338789,49.76071627600654,49.76071627600654,54.888278177348894,54.888278177348894,39.505592473321826,39.505592473321826,60.000004656612106,60.000004656612106,0.006404761967825748,-172.78914447937274,0.006360000092536211,0.006752631614768976,-0.0003926315222327649,-0.3004262365605416,0.0,70.54378433749821
2018-08-28,0.006099999882280827,0.005799999926239252,0.005799999926239252,0.006099999882280827,301445.0,0.006099999882280827,0.005799999926239252,0.0002999999560415745,0.594676177215024,37.29134389237437,-0.00016243398532947342,-0.00010364674964557796,-5.878723568389546e-05,0.0065400000428780915,0.0003234680635728858,0.0065400000428780915,0.007186936170023863,0.00589306391573232,301445.0,0.0002999999560415745,0.0002999999560415745,0.0,0.0,0.0002999999560415745,0.0001112355437904549,0.0001112355437904549,0.0002999999560415745,0.0005622875955291516,19.782677881373953,19.782677881373953,0.0,0.0002381834588279721,0.0002381834588279721,42.35972138133778,42.35972138133778,36.331142292265945,36.331142292265945,42.50181074182277,42.50181074182277,41.988881212121406,41.988881212121406,0.005999999896933635,70.49808202853907,68.91906546022399,53.42545800654507,38.906683924893244,0.006099999882280827,-0.0002999999560415745,-10.769233745054319,21800000.0,0.0,635206.0,21800000.0,21115638.0,301445.0,80672.0,0.0,54.99999068677578,51.50714107959628,51.50714107959628,53.761232478098016,53.761232478098016,46.998958282592795,46.998958282592795,45.00000931322422,45.00000931322422,0.006350000056305102,-101.03096115902095,0.006320000067353249,0.0067358974677821,-0.0004158974004288508,-0.3448594436051142,5.172413100979045,58.134353021967954
2018-08-29,0.006099999882280827,0.006000000052154064,0.006099999882280827,0.006099999882280827,80672.0,0.006099999882280827,0.006099999882280827,0.0,0.594676177215024,37.29134389237437,-0.00016536009867271911,-0.00011599106029133607,-4.936903838138304e-05,0.006510000047273934,0.00033544945505249827,0.006510000047273934,0.00718089895737893,0.005839101137168938,-220773.0,0.0,0.0,0.0002000001259148121,0.0,0.0,9.63555322746358e-05,9.63555322746358e-05,9.999983012676239e-05,0.000527324324460329,18.27253699575634,18.27253699575634,0.0,0.0002063215872582664,0.0002063215872582664,39.12612744906444,39.12612744906444,36.33114229226595,36.33114229226595,40.73875570257438,40.73875570257438,41.63170109503731,41.63170109503731,0.006066666605571906,73.19999649822702,67.40182346654449,55.479588914259786,40.25859626362775,0.006099999882280827,0.0,5.172413100979045,21115638.0,301445.0,257592.0,21115638.0,0.0,80672.0,635206.0,0.0,54.99999068677578,52.671424281989445,52.671424281989445,53.397963079395154,53.397963079395154,51.21834668717801,51.21834668717801,45.00000931322422,45.00000931322422,0.006300000052544333,-68.05556943376699,0.006280000042170286,0.0067200000281445686,-0.0004399999859742822,-0.3802522854095215,0.0,57.09456526079736
